1032,Tomaševac,23262,14
1033,Tomislavci,24334,25
1034,Topola (varošica),34310,69
1035,Topolovnik,12226,114
1036,Toponica,34243,44
1037,Torak,23232,32
1038,Torda,23214,32
1039,Tornjoš,24352,81
1040,Totovo Selo,24427,3
1041,Trbušani,32205,97
1042,Trgovište,17525,147
1043,Trešnjevac,24426,3
1044,Trešnjevica,35248,104
1045,Trnavci,37235,8
1046,Trnjane,18213,10
1047,Trnjane,19306,94
1048,Trstenik,37240,108
1049,Trupale,18211,134
1050,Tršić,15303,37
1051,Tulare,16247,160
1052,Turekovac,16231,84
1053,Turija,12257,124
1054,Turija,21215,164
1055,Tutin,36320,140
1056,Ćićevac,37210,167
1057,Ćuprija,35230,75
1058,Ub,14210,38
1059,Ugao,36313,45
1060,Ugrinovci,32314,88
1061,Užice,31000,61
1062,Uzdin,26216,138
1063,Uzovnica,15319,130
1064,Uljma,26330,107
1065,Umka,11260,110
1066,Urovica,19305,94
1067,Utrine,24437,1
1068,Ušće,36342,4
1069,Farkaždin,23264,14
1070,Feketić,24323,161
1071,Futog,21410,59
1072,Hajdukovo,24414,24
1073,Hajdučica,26370,46
1074,Hetin,23235,32
1075,Horgoš,24410,3
1076,Horgoš granični prelaz,24411,3
1077,Hrtkovci,22427,101
1078,Cerovac,15224,106
1079,Crvena Reka,18313,62
1080,Crvena Crkva,26323,29
1081,Crvenka,25220,157
1082,Crepaja,26213,138
1083,Crkvine,36321,140
1084,Crna Bara,15355,22
1085,Crna Bara,23328,125
1086,Crna Trava,16215,170
1087,Crnoklište,18304,116
1088,Čajetina,31310,148
1089,Čalma,22231,73
1090,Čantavir,24220,24
1091,Čačak,32000,97
1092,Čelarevo,21413,53
1093,Čenej,21233,59
1094,Čenta,23266,14
1095,Čerević,21311,35
1096,Čestereg,23215,32
1097,Čečina,18417,70
1098,Čitluk,18232,128
1099,Čitluk,37208,60
1100,Čoka,23320,125
1101,Čonoplja,25210,6
1102,Čortanovci,22326,74
1103,Čukojevac,36220,4
1104,Čumić,34322,71
1105,Čurug,21238,136
1106,Džep,17514,120
1107,Džigolj,18405,68
1108,Šabac,15000,106
1109,Šajkaš,21244,115
1110,Šarbanovac,19373,89
1111,Šarbanovac-Timok,19379,89
1112,Šašinci,22425,73
1113,Šepšin,11433,109
1114,Šetonje,12309,103
1115,Šid,22239,2
1116,Šilovo,38252,165
1117,Šimanovci,22310,17
1118,Šljivovac,34219,71
1119,Šljivovica,31244,148
1120,Šljivovo,37239,8
1121,Štavalj,36311,45
1122,Štitar,15354,106
1123,Štitare,36314,139
1124,Štrpce,38236,96
1125,Štubik,19303,94
1126,Šupljak,24418,24
1127,Šurjan,23254,28
1128,Grocka,11306,151
1129,Surčin,11271,173
1130,Batajnica,11273,174
1131,Beograd (savski venac),11000,175
1132,Beograd (stari grad),11000,176
1133,Beograd (vračar),11000,177
1134,Beograd (voždovac),11010,66
1135,Beograd (čukarica),11030,110
1136,Beograd (zvezdara),11050,178
1137,Beograd (palilula),11060,179
1138,Beograd (novi Beograd),11070,180
1139,Beograd (zemun),11080,174
1140,Beograd (rakovica),11090,181
1141,Topola (Selo),0,69
1142,Vrčin,0,151
1143,Boleč,0,151
1144,Krćevac,0,69
1145,Nemenikuće,0,162
1146,Popović,0,162
1147,Mala Ivanča,0,162
1148,Đurinci,0,162
1149,Amerić,0,109
1150,Leštane,0,151
1151,Vinča,0,151
1152,Dražanj,0,151
1153,Slanci,0,179
1154,Veliko Selo,0,179
1155,Ritopek,0,151
1156,Mala Vrbica,0,109
1157,Zaklopača,0,151
1158,Rajkovac,0,109
1159,Senaja,0,109
1160,Begaljica,0,151
1161,Šipačina,0,27
1162,Kovači,0,27
1163,Borovo,0,4
1164,Ribnica,0,4
1165,Kovanluk,0,4
1166,Oplanići,0,4
1167,Metikoš,0,4
1168,Dragosinjci,0,4
1169,Boće,0,27
1170,Šumarice,0,4
1171,Vraneši,0,129
1172,Milavčići,0,4
1173,Pečenog,0,4
1174,Dobrača,0,71
1175,Vukušica,0,129
1176,Milakovac,0,4
1177,Gračac,0,129
1178,Goč,0,129
1179,Rsavci,0,129
1180,Godačica,0,4
1181,Rokci,0,8
1182,Rogavčina,0,8
1183,Kriva Reka,0,79
1184,Lipova,0,129
1185,Stanišinci,0,129
1186,Bzenice,0,8
1187,Maskar,0,69
1188,Guncati,0,44
1189,Žunje,0,44
1190,Pajsijević,0,44
1191,Dragušica,0,44
1192,Grivac,0,44
1193,Dubrava,0,44
1194,Veliki Šenj,0,71
1195,Božurnja,0,69
1196,Vlakča,0,71
1197,Ovsište,0,69
1198,Zagorica,0,69
1199,Žabare,0,69
1200,Vučkovica,0,44
1201,Mironić,0,71
1202,Rogojevac,0,71
1203,Kutlovo,0,71
1204,Balosave,0,44
1205,Čestin,0,44
1206,Prekopeča,0,71
1207,Rabrovac,0,109
1208,Šume,0,69
1209,Dobrače,0,16
1210,Mladenovac (Selo),0,109
1211,Granice,0,109
1212,Dubona,0,109
1213,Umčari,0,151
1214,Pudarci,0,151
1215,Kamendol,0,151
1216,Brestovik,0,151
1217,Badljevica,0,123
1218,Petropolje,0,4
1219,Vrbeta,0,44
1220,Lipnica,0,44
1221,Đuriselo,0,71
1222,Gornje Grbice,0,71
1223,Drača,0,71
1224,Poskurice,0,71
1225,Landol,0,123
1226,Saranovo,0,163
1227,Kloka,0,69
1228,Adžine Livade,0,71
1229,Opornica,0,71
1230,Gornje Jarušice,0,71
1231,Bašin,0,5
1232,Sepci,0,163
1233,Veliko Krčmare,0,163
1234,Borci,0,163
1235,Mramorac,0,5
1236,Glibovac,0,5
1237,Beluće,0,109
1238,Malo Orašje,0,123
1239,Sovljak,0,38
1240,Seone,0,123
1241,Udovice,0,123
1242,Binovac,0,123
1243,Petrijevo,0,123
1244,Trebinje,0,48
1245,Grčak,0,8
1246,Botunja,0,79
1247,Dulene,0,71
1248,Banatsko Višnjićevo,0,32
1249,Štava,0,48
1250,Livađe,0,79
1251,Velike Pčelice,0,71
1252,Graševci,0,79
1253,Vitoše,0,79
1254,Kovizle,0,79
1255,Koznica,0,8
1256,Gornje Leviće,0,79
1257,Ruđinci,0,129
1258,Štulac,0,129
1259,Boturići,0,8
1260,Budilovina,0,79
1261,Sudimlja,0,79
1262,Lozna,0,108
1263,Stublica,0,108
1264,Nadrlje,0,72
1265,Seoce,0,48
1266,Latkovac,0,8
1267,Žiljci,0,79
1268,Puhovac,0,8
1269,Velja Glava,0,8
1270,Drenova,0,79
1271,Popovci,0,8
1272,Kožetin,0,8
1273,Raklja,0,8
1274,Prnjavor,0,108
1275,Čairi,0,108
1276,Božurevac,0,108
1277,Sibnica,0,72
1278,Žarevo,0,79
1279,Tršanovci,0,79
1280,Mala Vrbnica,0,79
1281,Drenča,0,8
1282,Ržanica,0,8
1283,Batote,0,79
1284,Igroš,0,79
1285,Parčin,0,8
1286,Ljubinci,0,8
1287,Riđevštica,0,108
1288,Mijajlovac,0,108
1289,Kaludra,0,72
1290,Mala Sugubina,0,108
1291,Rudenice,0,8
1292,Levići,0,108
1293,Gledić,0,4
1294,Bajčetina,0,44
1295,Baljkovac,0,71
1296,Pridvorice,0,5
1297,Miraševac,0,163
1298,Viševac,0,163
1299,Baničina,0,5
1300,Vodice,0,5
1301,Trmbas,0,71
1302,Vučić,0,163
1303,Stojačak,0,5
1304,Mali Miraševac,0,163
1305,Vlaški Do,0,5
1306,Lunjevac,0,123
1307,Vučak,0,123
1308,Dankoviće,0,48
1309,Grčac,0,5
1310,Bačinac,0,5
1311,Botunje,0,71
1312,Gornje Komarice,0,71
1313,Županjevac,0,72
1314,Velika Sugubina,0,71
1315,Ratković,0,72
1316,Nikšić,0,21
1317,Trska,0,163
1318,Donja Rača,0,163
1319,Crni Kao,0,21
1320,Rakinac,0,111
1321,Donje Komarice,0,71
1322,Motrić,0,72
1323,Lomnica,0,72
1324,Cikot,0,72
1325,Dobrovodica,0,21
1326,Kijevo,0,21
1327,Mačkovac,0,60
1328,Kulič,0,123
1329,Šalinac,0,123
1330,Batovac,0,43
1331,Brežane,0,43
1332,Dragovac,0,43
1333,Malo Bavanište,0,19
1334,Vlahinja,0,48
1335,Dupci,0,79
1336,Gornje Rataje,0,8
1337,Strojinci,0,79
1338,Žilinci,0,79
1339,Donje Rataje,0,8
1340,Zlatari,0,79
1341,Novaci,0,8
1342,Dašnica,0,8
1343,Srnje,0,60
1344,Donja Omašnica,0,108
1345,Stari Trstenik,0,108
1346,Golubovac,0,108
1347,Grkljane,0,60
1348,Mala Kruševica,0,52
1349,Gornji Krčin,0,52
1350,Sagonjevo,0,48
1351,Kovioci,0,79
1352,Gornja Zleginja,0,8
1353,Donja Zleginja,0,8
1354,Laćisled,0,8
1355,Garevina,0,8
1356,Donji Stupanj,0,8
1357,Selište,0,108
1358,Mrmoš,0,8
1359,Komorane,0,60
1360,Vrbnica,0,8
1361,Brajkovac,0,60
1362,Ljubava,0,60
1363,Sekurič,0,72
1364,Konjuva,0,48
1365,Perunika,0,48
1366,Šatra,0,48
1367,Baćoglava,0,48
1368,Gornja Mikuljana,0,48
1369,Krtok,0,48
1370,Spance,0,48
1371,Ravni Šort,0,48
1372,Mala Kosanica,0,48
1373,Pljakovo,0,48
1374,Rudare,0,48
1375,Više Selo,0,42
1376,Donja Rašica,0,42
1377,Drešnica,0,42
1378,Majdevo,0,60
1379,Suvaja,0,60
1380,Sebečevac,0,60
1381,Džepnica,0,42
1382,Trbunje,0,42
1383,Mali Kupci,0,60
1384,Veliki Kupci,0,60
1385,Doljane,0,60
1386,Trebotin,0,60
1387,Kamenare,0,60
1388,Parcane,0,52
1389,Pajkovac,0,52
1390,Toljevac,0,52
1391,Koševi,0,60
1392,Krvavica,0,60
1393,Šašilovac,0,60
1394,Globare,0,60
1395,Zalogovac,0,52
1396,Marenovo,0,52
1397,Popova,0,42
1398,Jablanica,0,60
1399,Tmava,0,48
1400,Šavrane,0,60
1401,Vranovac,0,20
1402,Naupare,0,60
1403,Meševo,0,60
1404,Cerova,0,60
1405,Begovo Brdo,0,60
1406,Cernica,0,52
1407,Izbenica,0,52
1408,Belica,0,20
1409,Mišević,0,20
1410,Strižilo,0,20
1411,Tečić,0,72
1412,Ursule,0,72
1413,Gornje Štiplje,0,20
1414,Lovci,0,20
1415,Kalenovac,0,20
1416,Crnče,0,20
1417,Donja Livadica,0,111
1418,Vukmanovac,0,72
1419,Šantarovac,0,20
1420,Gornji Račnik,0,20
1421,Donje Štiplje,0,20
1422,Šuljkovac,0,20
1423,Međureč,0,20
1424,Gložane,0,80
1425,Crkvenac,0,80
1426,Radošin,0,80
1427,Trnovče,0,111
1428,Živica,0,43
1429,Ostrovo,0,156
1430,Šušara,0,107
1431,Petka,0,156
1432,Šumarak,0,19
1433,Lučica,0,43
1434,Prugovo,0,43
1435,Trnava,0,20
1436,Ćirikovac,0,43
1437,Klenovnik,0,156
1438,Brzohode,0,7
1439,Selo Kostolac,0,156
1440,Medojevac,0,20
1441,Ribnik,0,20
1442,Vinorača,0,20
1443,Voljavče,0,20
1444,Bukovče,0,20
1445,Novo Lanište,0,20
1446,Staro Lanište,0,20
1447,Crni Lug,0,121
1448,Bresje,0,80
1449,Trpeze,0,48
1450,Vrlane,0,80
1451,Četereže,0,7
1452,Kočino Selo,0,20
1453,Rakitovo,0,20
1454,Mali Popović,0,20
1455,Viteževo,0,7
1456,Dobra Voda,0,20
1457,Troponje,0,80
1458,Bošnjak,0,103
1459,Simićevo,0,7
1460,Oreovica,0,7
1461,Maljurevac,0,43
1462,Polatna,0,7
1463,Bubušinac,0,43
1464,Bratinac,0,43
1465,Drmno,0,43
1466,Kajtasovo,0,29
1467,Parta,0,107
1468,Salakovac,0,85
1469,Mirijevo,0,7
1470,Svinjarevo,0,7
1471,Kočetin,0,7
1472,Orljevo,0,103
1473,Veliko Crniće,0,85
1474,Orešac,0,107
1475,Dužine,0,46
1476,Markovićevo,0,46
1477,Banatski Sokolac,0,46
1478,Samoljica,0,76
1479,Letovica,0,76
1480,Oraovica,0,168
1481,Gospođince,0,168
1482,Dobrosin,0,76
1483,Rajince,0,168
1484,Gramada,0,76
1485,Čukarka,0,168
1486,Aliđerce,0,168
1487,Golemi Dol,0,168
1488,Reljan,0,168
1489,Nesalce,0,76
1490,Bratoselce,0,76
1491,Buštranje,0,168
1492,Levosoje,0,76
1493,Ljiljance,0,76
1494,Davidovac,0,121
1495,Vrtogoš,0,121
1496,Karadnik,0,76
1497,Trejak,0,76
1498,Starac,0,76
1499,Pavlovac,0,121
1500,Dubnica,0,121
1501,Donji Neradovac,0,121
1502,Stropsko,0,121
1503,Gornji Neradovac,0,121
1504,Soderce,0,121
1505,Ribince,0,121
1506,Baraljevac,0,76
1507,Milanovo,0,121
1508,Donje Žapsko,0,121
1509,Buljesovce,0,121
1510,Donje Trebešinje,0,121
1511,Tibužde,0,121
1512,Zlatokop,0,121
1513,Ćukovac,0,121
1514,Mečkovac,0,121
1515,Suvi Dol,0,121
1516,Bojin Del,0,121
1517,Klašnice,0,121
1518,Oblička Sena,0,121
1519,Vladovce,0,147
1520,Bace,0,68
1521,Surdul,0,121
1522,Lazarica,0,60
1523,Toplac,0,153
1524,Kumarevo,0,153
1525,Moštanica,0,121
1526,Mazarać,0,120
1527,Široka Planina,0,147
1528,Šaprance,0,147
1529,Margance,0,147
1530,Dumbija,0,147
1531,Gornje Punuševce,0,121
1532,Viševce,0,121
1533,Bujkovac,0,153
1534,Izumno,0,153
1535,Barbarušince,0,121
1536,Panevlje,0,153
1537,Koćura,0,121
1538,Nova Brezovica,0,121
1539,Srednji Del,0,121
1540,Lipovac,0,153
1541,Prvonek,0,153
1542,Klisurica,0,153
1543,Donji Kozji Dol,0,147
1544,Zladovce,0,147
1545,Novi Glog,0,147
1546,Lesnica,0,147
1547,Kalovo,0,147
1548,Stari Glog,0,153
1549,Babina Poljana,0,153
1550,Gornja Ljubata,0,77
1551,Gornja Ržana,0,77
1552,Suvi Do,0,42
1553,Karamanica,0,77
1554,Doganica,0,77
1555,Nazarica,0,77
1556,Crnoštica,0,77
1557,Jarešnik,0,77
1558,Topli Dol,0,86
1559,Grevci,0,60
1560,Vrševac,0,48
1561,Donja Lisina,0,77
1562,Milevci,0,77
1563,Donje Tlamino,0,77
1564,Brankovci,0,77
1565,Paralovo,0,77
1566,Buceljevo,0,77
1567,Rajčilovci,0,77
1568,Radičevci,0,77
1569,Grujinci,0,77
1570,Mlekominci,0,77
1571,Gari,0,60
1572,Ribarci,0,77
1573,Mačja Stena,0,48
1574,Visoka,0,48
1575,Belo Polje,0,48
1576,Krčmare,0,48
1577,Prolom,0,48
1578,Donje Točane,0,48
1579,Pločnik,0,68
1580,Dedinac,0,48
1581,Mala Braina,0,160
1582,Mrkonje,0,160
1583,Sponce,0,160
1584,Čokotin,0,160
1585,Ivan Kula,0,48
1586,Đake,0,48
1587,Svinjište,0,48
1588,Tovrljane,0,68
1589,Bresnik,0,68
1590,Gornja Konjuša,0,68
1591,Vlasovo,0,68
1592,Gornji Gajtan,0,160
1593,Široke Njive,0,68
1594,Miljkovica,0,68
1595,Kačapor,0,42
1596,Pretrešnja,0,42
1597,Gornje Svarče,0,42
1598,Donje Svarče,0,42
1599,Buci,0,60
1600,Trmčare,0,60
1601,Sezemče,0,60
1602,Donji Stepoš,0,60
1603,Pakašnica,0,60
1604,Mudrakovac,0,60
1605,Roanda,0,80
1606,Veliko Golovode,0,60
1607,Đurinac,0,80
1608,Malo Golovode,0,60
1609,Modrica,0,60
1610,Kapidžija,0,60
1611,Dedina,0,60
1612,Makrešane,0,60
1613,Šanac,0,60
1614,Dvorane,0,60
1615,Pasjak,0,60
1616,Varvarin (Selo),0,52
1617,Maskare,0,52
1618,Gornji Katun,0,52
1619,Mrzenica,0,167
1620,Donji Katun,0,52
1621,Vlahovo,0,144
1622,Donja Konjuša,0,68
1623,Končić,0,68
1624,Prekopuce,0,68
1625,Merovac,0,68
1626,Mršelj,0,68
1627,Petina,0,60
1628,Poljaci,0,60
1629,Bresničić,0,68
1630,Resinac,0,68
1631,Donja Toponica,0,68
1632,Potočić,0,68
1633,Belasica,0,60
1634,Stanci,0,60
1635,Grad Stalać,0,167
1636,Sušica,0,60
1637,Crkvina,0,60
1638,Jošje,0,60
1639,Cerovo,0,117
1640,Braljina,0,117
1641,Maćija,0,117
1642,Retkocer,0,160
1643,Maćedonce (Retkocersko),0,160
1644,Drence,0,160
1645,Borovac,0,160
1646,Svirce,0,160
1647,Pusto Šilovo,0,160
1648,Gazdare,0,160
1649,Ivanje,0,87
1650,Obrtince,0,68
1651,Novi Đurovac,0,68
1652,Obražda,0,87
1653,Borince,0,87
1654,Magaš,0,87
1655,Gornji Bučumet,0,160
1656,Majkovac,0,87
1657,Glasovik,0,68
1658,Bučince,0,68
1659,Marovac,0,160
1660,Kapit,0,160
1661,Donji Bučumet,0,160
1662,Sijarina,0,160
1663,Crni Vrh,0,160
1664,Ravna Banja,0,160
1665,Drvodelj,0,91
1666,Gornja Lapaštica,0,160
1667,Rafuna,0,91
1668,Vujanovo,0,87
1669,Lalinovac,0,91
1670,Mijajlica,0,87
1671,Rastovnica,0,68
1672,Zladovac,0,144
1673,Asanovac,0,144
1674,Sekicol,0,91
1675,Turjane,0,87
1676,Rečica,0,87
1677,Geglja,0,91
1678,Prekopčelica,0,91
1679,Crkvica,0,87
1680,Zlata,0,68
1681,Novo Momčilovo,0,144
1682,Lukomir,0,144
1683,Bulatovac,0,68
1684,Babotinac,0,68
1685,Mikulovac,0,68
1686,Bajčince,0,68
1687,Rosica,0,60
1688,Gornja Stražava,0,68
1689,Devča,0,26
1690,Vukanja,0,10
1691,Radevce,0,10
1692,Loznac,0,10
1693,Poslon,0,117
1694,Čubura,0,117
1695,Šetka,0,117
1696,Donji Ljubeš,0,10
1697,Gredetin,0,10
1698,Gornji Ljubeš,0,10
1699,Vukašinovac,0,10
1700,Podina,0,144
1701,Skorica,0,117
1702,Smilovac,0,117
1703,Rujište,0,117
1704,Pardik,0,117
1705,Dešilovo,0,26
1706,Babin Potok,0,68
1707,Arbanasce,0,26
1708,Krajkovac,0,26
1709,Gornji Adrovac,0,10
1710,Čukurovac,0,10
1711,Česta,0,10
1712,Gornje Suhotno,0,10
1713,Donje Suhotno,0,10
1714,Stara Božurna,0,144
1715,Jug Bogdanovac,0,26
1716,Kostadinovac,0,26
1717,Lepaja,0,26
1718,Biljeg,0,26
1719,Bučić,0,26
1720,Baličevac,0,26
1721,Oblačina,0,26
1722,Azbresnica,0,26
1723,Moravac,0,10
1724,Donja Peščanica,0,10
1725,Bobovište,0,10
1726,Ćićina,0,10
1727,Donji Adrovac,0,10
1728,Prćilovica,0,10
1729,Dražmirovac,0,20
1730,Vakup,0,10
1731,Bovan,0,10
1732,Bogava,0,113
1733,Čepure,0,104
1734,Virine,0,75
1735,Striža,0,104
1736,Isakovo,0,75
1737,Vitance,0,113
1738,Brestovo,0,113
1739,Proštinac,0,80
1740,Roćevac,0,80
1741,Kupinovac,0,80
1742,Vojnik,0,113
1743,Dobrnje,0,103
1744,Lopušnik,0,103
1745,Busur,0,103
1746,Krvije,0,103
1747,Tabanovac,0,103
1748,Petrovac Na Mlavi,0,103
1749,Ratare,0,104
1750,Batinac,0,75
1751,Beljajka,0,113
1752,Lebina,0,104
1753,Mirilovac,0,104
1754,Popovnjak,0,113
1755,Miliva,0,113
1756,Vezičevo,0,103
1757,Ćovdin,0,103
1758,Malo Laole,0,103
1759,Stamnica,0,103
1760,Ždrelo,0,103
1761,Veliki Popovac,0,103
1762,Batuša,0,85
1763,Kalište,0,85
1764,Crljenac,0,85
1765,Kasidol,0,43
1766,Dubočka,0,103
1767,Kamenovo,0,103
1768,Šapine,0,85
1769,Zabrega,0,85
1770,Kurjače,0,114
1771,Ram,0,114
1772,Knežica,0,103
1773,Kobilje,0,85
1774,Pečanica,0,114
1775,Ljubinje,0,114
1776,Garevo,0,114
1777,Desine,0,114
1778,Makce,0,114
1779,Doljašnica,0,114
1780,Kamijevo,0,114
1781,Češljeva Bara,0,114
1782,Carevac,0,114
1783,Kisiljevo,0,114
1784,Usije,0,92
1785,Buljane,0,104
1786,Bliznak,0,131
1787,Kruščica,0,29
1788,Lešje,0,104
1789,Gornja Mutnica,0,104
1790,Šaludovac,0,104
1791,Resavica (Selo),0,113
1792,Klačevica,0,104
1793,Izvor,0,104
1794,Ravna Reka,0,113
1795,Milanovac,0,131
1796,Sige,0,131
1797,Breznica,0,131
1798,Ceremošnja,0,124
1799,Izvarica,0,131
1800,Bukovska,0,124
1801,Kladurovo,0,103
1802,Mustapić,0,124
1803,Šuvajić,0,92
1804,Radoševac,0,92
1805,Zelenik,0,124
1806,Dušmanić,0,92
1807,Mišljenovac,0,124
1808,Gornji Drenovac,0,144
1809,Lješnica,0,124
1810,Vuković,0,124
1811,Kudreš,0,92
1812,Vojilovo,0,92
1813,Maleševo,0,92
1814,Tribrode,0,114
1815,Kusiće,0,114
1816,Vinarce,0,84
1817,Vinci,0,92
1818,Kučajna,0,124
1819,Cerovica,0,124
1820,Dvorište,0,92
1821,Stubla,0,87
1822,Ševica,0,124
1823,Rakova Bara,0,124
1824,Krivača,0,92
1825,Lipovica,0,91
1826,Oruglica,0,84
1827,Klajić,0,91
1828,Šarce,0,91
1829,Trstena,0,121
1830,Dupeljevo,0,121
1831,Grgurovce,0,91
1832,Šumane,0,91
1833,Popovce,0,91
1834,Kočane,0,70
1835,Gornje Vranovce,0,91
1836,Mrveš,0,87
1837,Goli Rid,0,91
1838,Glašince,0,144
1839,Kare,0,144
1840,Jasenica,0,144
1841,Ždeglovo,0,91
1842,Pridvorica,0,87
1843,Lapotince,0,87
1844,Kacabać,0,87
1845,Gornje Crnatovo,0,144
1846,Voljčince,0,144
1847,Gornje Brijanje,0,87
1848,Šarlinac,0,70
1849,Oštra Glava,0,121
1850,Golemo Selo,0,121
1851,Lalince,0,121
1852,Kaluđerce,0,84
1853,Bukova Glava,0,84
1854,Stance,0,121
1855,Gradnja,0,121
1856,Dobrejance,0,121
1857,Tumba,0,121
1858,Brza,0,84
1859,Bunuški Čifluk,0,84
1860,Karađorđevac,0,84
1861,Pertate,0,91
1862,Ćenovac,0,91
1863,Belanovce,0,84
1864,Dušanovo,0,84
1865,Donje Brijanje,0,84
1866,Donji Drenovac,0,144
1867,Šainovac,0,70
1868,Draškovac,0,84
1869,Šarlince,0,84
1870,Podrimce,0,84
1871,Gornje Stopanje,0,84
1872,Kutleš,0,84
1873,Čekmin,0,84
1874,Rusna,0,70
1875,Đakus,0,144
1876,Rožina,0,26
1877,Dudulajce,0,26
1878,Nozrina,0,10
1879,Lužane,0,10
1880,Grejač,0,10
1881,Bankovac,0,10
1882,Moravski Bujmir,0,10
1883,Samarinovac,0,144
1884,Držanovac,0,144
1885,Gradište,0,26
1886,Krušce,0,143
1887,Supovac,0,134
1888,Veliki Drenovac,0,10
1889,Mezgraja,0,134
1890,Glogovica,0,10
1891,Aleksinački Bujmir,0,10
1892,Gornje Međurovo,0,143
1893,Trubarevac,0,128
1894,Prugovac,0,10
1895,Žučkovac,0,128
1896,Orljane,0,70
1897,Batušinac,0,26
1898,Čokot,0,143
1899,Deveti Maj,0,143
1900,Čapljinac,0,70
1901,Bubanj,0,143
1902,Pasi Poljana,0,143
1903,Vrtište,0,134
1904,Berčinac,0,134
1905,Beli Breg,0,10
1906,Paljina,0,134
1907,Vele Polje,0,134
1908,Donji Komren,0,134
1909,Donje Vlase,0,143
1910,Ćurlina,0,70
1911,Gornji Komren,0,134
1912,Paligrace,0,134
1913,Rujnik,0,134
1914,Hum,0,134
1915,Kravlje,0,134
1916,Vrelo,0,10
1917,Gornji Krupac,0,10
1918,Rsovac,0,10
1919,Jezero,0,128
1920,Sikirje,0,121
1921,Smiljević,0,121
1922,Strešak,0,121
1923,Solačka Sena,0,120
1924,Srneći Dol,0,120
1925,Kostomlatica,0,120
1926,Strojkovce,0,84
1927,Nakrivanj,0,84
1928,Čukljenik,0,84
1929,Tulovo,0,84
1930,Gornje Sinkovce,0,84
1931,Donje Sinkovce,0,84
1932,Šišince,0,84
1933,Donje Stopanje,0,84
1934,Velika Kopašnica,0,84
1935,Zalužnje,0,84
1936,Donja Jajina,0,84
1937,Presečina,0,84
1938,Veliko Trnjane,0,84
1939,Dukat,0,132
1940,Živkovo,0,84
1941,Čifluk Razgojnski,0,84
1942,Grdanica,0,84
1943,Bobište,0,84
1944,Zagužane,0,84
1945,Bratmilovce,0,84
1946,Mrštane,0,84
1947,Badince,0,84
1948,Zlokućane,0,84
1949,Drćevac,0,84
1950,Babičko,0,84
1951,Gornje Vlase,0,132
1952,Kacapun,0,120
1953,Bačvište,0,120
1954,Kunovo,0,120
1955,Rdovo,0,120
1956,Gornje Jabukovo,0,120
1957,Suva Morava,0,120
1958,Repince,0,120
1959,Balinovce,0,120
1960,Letovište,0,120
1961,Vrbovo,0,120
1962,Gramađe,0,120
1963,Dekutince,0,120
1964,Kalimance,0,120
1965,Polom,0,120
1966,Kržince,0,120
1967,Prekodolce,0,120
1968,Manajle,0,120
1969,Žitorađe,0,120
1970,Ružić,0,120
1971,Grdelica (Selo),0,84
1972,Oraovica (Kod Grdelice),0,84
1973,Mrtvica,0,120
1974,Garinje,0,120
1975,Graovo,0,84
1976,Bojišina,0,84
1977,Žižavica,0,84
1978,Donji Bunibrod,0,84
1979,Donje Krajince,0,84
1980,Gornje Krajince,0,84
1981,Dobrotin,0,84
1982,Nomanica,0,84
1983,Donja Kupinovica,0,84
1984,Crkovnica,0,84
1985,Marina Kutina,0,132
1986,Golema Njiva,0,84
1987,Krastavče,0,132
1988,Stajkovce,0,122
1989,Rajno Polje,0,84
1990,Gradašnica,0,84
1991,Tupalovce,0,84
1992,Kukavica,0,122
1993,Kozare,0,84
1994,Orašje,0,122
1995,Jarsenovo,0,84
1996,Ćelije,0,132
1997,Gabrovac,0,143
1998,Berbatovo,0,143
1999,Donja Vrežina,0,135
2000,Brenica,0,135
2001,Cerje,0,135
2002,Donji Matejevac,0,135
2003,Popšica,0,102
2004,Labukovo,0,102
2005,Vilandrica,0,132
2006,Vukmanovo,0,143
2007,Nikola Tesla,0,150
2008,Prva Kutina,0,150
2009,Lazarevo Selo,0,150
2010,Radikina Bara,0,150
2011,Gornja Vrežina,0,135
2012,Blendija,0,128
2013,Knez Selo,0,135
2014,Kopajkošara,0,102
2015,Slivje,0,102
2016,Galibabinac,0,102
2017,Sesalac,0,128
2018,Bogdinac,0,128
2019,Taskovići,0,132
2020,Prosek,0,150
2021,Grbavče,0,102
2022,Jasenovik,0,135
2023,Čagrovac,0,132
2024,Jagličje,0,132
2025,Oreovac,0,135
2026,Manastir,0,150
2027,Donja Studena,0,150
2028,Kunovica,0,150
2029,Plužina,0,102
2030,Levovik,0,128
2031,Milušinac,0,128
2032,Dobro Polje,0,83
2033,Banjski Orešac,0,67
2034,Zorunovac,0,67
2035,Bačevica,0,83
2036,Osnić,0,83
2037,Radenka,0,124
2038,Brnjica,0,92
2039,Ilino,0,83
2040,Valakonje,0,83
2041,Vlaole,0,146
2042,Dobrujevac,0,83
2043,Planinica,0,100
2044,Gornjane,0,89
2045,Crnajka,0,146
2046,Boljetin,0,146
2047,Topolnica,0,146
2048,Mali Žam,0,107
2049,Mesić,0,107
2050,Malo Središte,0,107
2051,Sočica,0,107
2052,Zagužanje,0,86
2053,Suševlje,0,84
2054,Velika Sejanica,0,84
2055,Bričevlje,0,84
2056,Manjak,0,120
2057,Palojce,0,84
2058,Dugi Del,0,86
2059,Leskova Bara,0,86
2060,Donje Romanovce,0,86
2061,Danjino Selo,0,86
2062,Šišave,0,122
2063,Ravni Del,0,122
2064,Stupnica,0,84
